       0          35.09411488           0.20921778           0.00000000           0.20921778
      20          35.40155322           0.21105061          -0.00570867           0.20534194
      40          37.15317105           0.22149309          -0.01614928           0.20534382
      60          42.21800692           0.25168772          -0.04633715           0.20535057
      80          66.35624338           0.39559071          -0.19026921           0.20532150
     100          56.94100312           0.33946063          -0.13405836           0.20540227
     120          40.66684294           0.24244027          -0.03709242           0.20534785
     140          36.63695857           0.21841563          -0.01307232           0.20534331
     160          35.21962056           0.20996600          -0.00462429           0.20534170
     180          35.09167102           0.20920321           0.00000000           0.20920321
     200          35.09167102           0.20920321           0.00000000           0.20920321
     220          35.09167102           0.20920321           0.00000000           0.20920321
     240          35.45465334           0.21136717          -0.00609700           0.20527018
     260          36.04002328           0.21485693          -0.00958745           0.20526947
     280          36.26684483           0.21620915          -0.01094007           0.20526908
     300          35.90451099           0.21404905          -0.00877938           0.20526968
     320          35.30717715           0.21048798          -0.00521770           0.20527027
     340          35.08931703           0.20918918           0.00000000           0.20918918
     360          35.08931703           0.20918918           0.00000000           0.20918918
     380          35.08931703           0.20918918           0.00000000           0.20918918
     400          35.83997922           0.21366434          -0.00838720           0.20527714
     420          39.15594783           0.23343289          -0.02814865           0.20528424
     440          56.48399961           0.33673615          -0.13136671           0.20536944
     460          61.45844645           0.36639191          -0.16103113           0.20536078
     480          39.81533796           0.23736392          -0.03207788           0.20528603
     500          36.01472948           0.21470614          -0.00942868           0.20527746
     520          35.08979321           0.20919202           0.00000000           0.20919202
     540          35.88826927           0.21395223          -0.00871289           0.20523934
     560          38.98473628           0.23241219          -0.02716780           0.20524439
     580          52.21057350           0.31125960          -0.10596092           0.20529868
     600          70.84264571           0.42233694          -0.22126128           0.20107566
     620          42.68812849           0.25449040          -0.05312917           0.20136123
     640          38.82970279           0.23148794          -0.03013683           0.20135111
     660          40.75973513           0.24299406          -0.03784281           0.20515125
     680          64.38503589           0.38383912          -0.17860275           0.20523637
     700          51.92458933           0.30955468          -0.10840468           0.20115000
     720          44.39463803           0.26466397          -0.06359208           0.20107188
     740          65.21701189           0.38879905          -0.18770910           0.20108995
     760          56.65195183           0.33773741          -0.13661147           0.20112595
     780          41.34261224           0.24646895          -0.04540668           0.20106226
     800          44.89372305           0.26763932          -0.06652851           0.20111081
     820          73.64957915           0.43907081          -0.23596357           0.20310724
     840          39.31129877           0.23435903          -0.03326964           0.20108938
     860          37.23997778           0.22201060          -0.02093339           0.20107721
     880          42.15356016           0.25130351          -0.04628563           0.20501788
     900          42.89964843           0.25575141          -0.05408076           0.20167064
     920          43.36612380           0.25853236          -0.05748247           0.20104988
     940          49.69900283           0.29628657          -0.09905562           0.19723096
     960          63.12750681           0.37634221          -0.17904887           0.19729334
     980          38.49115975           0.22946967          -0.02457041           0.20489926
    1000          36.23040650           0.21599192          -0.01494814           0.20104378
